"";
"Empresa";"1 - Ruppenthal Engenharia e Construção Ltda";
"Período";"01/05/2025 a 31/10/2027";"Data do cálculo";"12/05/2026";
"Juros";"0,00";"Multa";"0,00";
"Após Vencto - Indexador";"0 REAL";
"";
"Centro de Custo: ";"4 - Orla de Ipanema";
"Credor";"Documento";"Lançamento";"Qt.";"Ind.";"Data vencto";"%";"Dias";"Valor no vencto";"Acréscimo";"Desconto";"Total";
"                          Obs: CG CEF - PRONAMPE -CARENCIA ATE 07/26 - (06/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 090126";"3713/14";"44";"0";"09/02/2027";"100,00";"0";"8.810,00";"0,00";"0,00";"8.810,00";
"                          Obs: MAQUINAS CEF";
"CAIXA ECONOMICA FEDERAL";"REC. 202624";"3724/14";"29";"0";"24/02/2027";"100,00";"0";"1.785,38";"0,00";"0,00";"1.785,38";
"                          Obs: CG CEF - PEAC FGI (05/2028)";
"CAIXA ECONOMICA FEDERAL";"REC. 202623";"3723/15";"18";"0";"01/03/2027";"100,00";"0";"3.874,77";"0,00";"0,00";"3.874,77";
"                          Obs: CG CEF - GIRO CEF (06/2027)";
"CAIXA ECONOMICA FEDERAL";"REC. 202619";"3720/15";"32";"0";"02/03/2027";"100,00";"0";"7.141,53";"0,00";"0,00";"7.141,53";
"                          Obs: CG CEF - PEAC FGI (08/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 202621";"3721/15";"42";"0";"06/03/2027";"100,00";"0";"4.081,41";"0,00";"0,00";"4.081,41";
"                          Obs: CG CEF - PEAC FGI (06/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 202622";"3722/9";"36";"0";"06/03/2027";"100,00";"0";"3.800,00";"0,00";"0,00";"3.800,00";
"                          Obs: CG CEF - PRONAMPE -CARENCIA ATE 07/26 - (06/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 090126";"3713/15";"44";"0";"09/03/2027";"100,00";"0";"8.810,00";"0,00";"0,00";"8.810,00";
"                          Obs: MAQUINAS CEF";
"CAIXA ECONOMICA FEDERAL";"REC. 202624";"3724/15";"29";"0";"24/03/2027";"100,00";"0";"1.785,38";"0,00";"0,00";"1.785,38";
"                          Obs: CG CEF - PEAC FGI (05/2028)";
"CAIXA ECONOMICA FEDERAL";"REC. 202623";"3723/16";"18";"0";"01/04/2027";"100,00";"0";"3.874,77";"0,00";"0,00";"3.874,77";
"                          Obs: CG CEF - GIRO CEF (06/2027)";
"CAIXA ECONOMICA FEDERAL";"REC. 202619";"3720/16";"32";"0";"02/04/2027";"100,00";"0";"7.141,53";"0,00";"0,00";"7.141,53";
"                          Obs: CG CEF - PEAC FGI (08/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 202621";"3721/16";"42";"0";"06/04/2027";"100,00";"0";"4.081,41";"0,00";"0,00";"4.081,41";
"                          Obs: CG CEF - PEAC FGI (06/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 202622";"3722/10";"36";"0";"06/04/2027";"100,00";"0";"3.800,00";"0,00";"0,00";"3.800,00";
"                          Obs: CG CEF - PRONAMPE -CARENCIA ATE 07/26 - (06/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 090126";"3713/16";"44";"0";"09/04/2027";"100,00";"0";"8.810,00";"0,00";"0,00";"8.810,00";
"                          Obs: MAQUINAS CEF";
"CAIXA ECONOMICA FEDERAL";"REC. 202624";"3724/16";"29";"0";"24/04/2027";"100,00";"0";"1.785,38";"0,00";"0,00";"1.785,38";
"                          Obs: CG CEF - PEAC FGI (05/2028)";
"CAIXA ECONOMICA FEDERAL";"REC. 202623";"3723/17";"18";"0";"01/05/2027";"100,00";"0";"3.874,77";"0,00";"0,00";"3.874,77";
"                          Obs: CG CEF - GIRO CEF (06/2027)";
"CAIXA ECONOMICA FEDERAL";"REC. 202619";"3720/17";"32";"0";"02/05/2027";"100,00";"0";"7.141,53";"0,00";"0,00";"7.141,53";
"                          Obs: CG CEF - PEAC FGI (08/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 202621";"3721/17";"42";"0";"06/05/2027";"100,00";"0";"4.081,41";"0,00";"0,00";"4.081,41";
"                          Obs: CG CEF - PEAC FGI (06/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 202622";"3722/11";"36";"0";"06/05/2027";"100,00";"0";"3.800,00";"0,00";"0,00";"3.800,00";
"                          Obs: CG CEF - PRONAMPE -CARENCIA ATE 07/26 - (06/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 090126";"3713/17";"44";"0";"09/05/2027";"100,00";"0";"8.810,00";"0,00";"0,00";"8.810,00";
"                          Obs: MAQUINAS CEF";
"CAIXA ECONOMICA FEDERAL";"REC. 202624";"3724/17";"29";"0";"24/05/2027";"100,00";"0";"1.785,38";"0,00";"0,00";"1.785,38";
"                          Obs: CG CEF - PEAC FGI (05/2028)";
"CAIXA ECONOMICA FEDERAL";"REC. 202623";"3723/18";"18";"0";"01/06/2027";"100,00";"0";"3.874,77";"0,00";"0,00";"3.874,77";
"                          Obs: CG CEF - GIRO CEF (06/2027)";
"CAIXA ECONOMICA FEDERAL";"REC. 202619";"3720/18";"32";"0";"02/06/2027";"100,00";"0";"7.141,53";"0,00";"0,00";"7.141,53";
"                          Obs: CG CEF - PEAC FGI (08/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 202621";"3721/18";"42";"0";"06/06/2027";"100,00";"0";"4.081,41";"0,00";"0,00";"4.081,41";
"                          Obs: CG CEF - PEAC FGI (06/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 202622";"3722/12";"36";"0";"06/06/2027";"100,00";"0";"3.800,00";"0,00";"0,00";"3.800,00";
"                          Obs: CG CEF - PRONAMPE -CARENCIA ATE 07/26 - (06/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 090126";"3713/18";"44";"0";"09/06/2027";"100,00";"0";"8.810,00";"0,00";"0,00";"8.810,00";
"                          Obs: MAQUINAS CEF";
"CAIXA ECONOMICA FEDERAL";"REC. 202624";"3724/18";"29";"0";"24/06/2027";"100,00";"0";"1.785,38";"0,00";"0,00";"1.785,38";
"                          Obs: CG CEF - PEAC FGI (05/2028)";
"CAIXA ECONOMICA FEDERAL";"REC. 202619";"3720/19";"32";"0";"02/07/2027";"100,00";"0";"7.141,53";"0,00";"0,00";"7.141,53";
"                          Obs: CG CEF - PEAC FGI (08/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 202621";"3721/19";"42";"0";"06/07/2027";"100,00";"0";"4.081,41";"0,00";"0,00";"4.081,41";
"                          Obs: CG CEF - PEAC FGI (06/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 202622";"3722/13";"36";"0";"06/07/2027";"100,00";"0";"3.800,00";"0,00";"0,00";"3.800,00";
"                          Obs: CG CEF - PRONAMPE -CARENCIA ATE 07/26 - (06/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 090126";"3713/19";"44";"0";"09/07/2027";"100,00";"0";"8.810,00";"0,00";"0,00";"8.810,00";
"                          Obs: MAQUINAS CEF";
"CAIXA ECONOMICA FEDERAL";"REC. 202624";"3724/19";"29";"0";"24/07/2027";"100,00";"0";"1.785,38";"0,00";"0,00";"1.785,38";
"                          Obs: CG CEF - PEAC FGI (05/2028)";
"CAIXA ECONOMICA FEDERAL";"REC. 202619";"3720/20";"32";"0";"02/08/2027";"100,00";"0";"7.141,53";"0,00";"0,00";"7.141,53";
"                          Obs: CG CEF - PEAC FGI (08/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 202621";"3721/20";"42";"0";"06/08/2027";"100,00";"0";"4.081,41";"0,00";"0,00";"4.081,41";
"                          Obs: CG CEF - PEAC FGI (06/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 202622";"3722/14";"36";"0";"06/08/2027";"100,00";"0";"3.800,00";"0,00";"0,00";"3.800,00";
"                          Obs: CG CEF - PRONAMPE -CARENCIA ATE 07/26 - (06/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 090126";"3713/20";"44";"0";"09/08/2027";"100,00";"0";"8.810,00";"0,00";"0,00";"8.810,00";
"                          Obs: MAQUINAS CEF";
"CAIXA ECONOMICA FEDERAL";"REC. 202624";"3724/20";"29";"0";"24/08/2027";"100,00";"0";"1.785,38";"0,00";"0,00";"1.785,38";
"                          Obs: CG CEF - PEAC FGI (05/2028)";
"CAIXA ECONOMICA FEDERAL";"REC. 202619";"3720/21";"32";"0";"02/09/2027";"100,00";"0";"7.141,53";"0,00";"0,00";"7.141,53";
"                          Obs: CG CEF - PEAC FGI (08/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 202621";"3721/21";"42";"0";"06/09/2027";"100,00";"0";"4.081,41";"0,00";"0,00";"4.081,41";
"                          Obs: CG CEF - PEAC FGI (06/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 202622";"3722/15";"36";"0";"06/09/2027";"100,00";"0";"3.800,00";"0,00";"0,00";"3.800,00";
"                          Obs: CG CEF - PRONAMPE -CARENCIA ATE 07/26 - (06/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 090126";"3713/21";"44";"0";"09/09/2027";"100,00";"0";"8.810,00";"0,00";"0,00";"8.810,00";
"                          Obs: MAQUINAS CEF";
"CAIXA ECONOMICA FEDERAL";"REC. 202624";"3724/21";"29";"0";"24/09/2027";"100,00";"0";"1.785,38";"0,00";"0,00";"1.785,38";
"                          Obs: CG CEF - PEAC FGI (05/2028)";
"CAIXA ECONOMICA FEDERAL";"REC. 202619";"3720/22";"32";"0";"02/10/2027";"100,00";"0";"7.141,53";"0,00";"0,00";"7.141,53";
"                          Obs: CG CEF - PEAC FGI (08/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 202621";"3721/22";"42";"0";"06/10/2027";"100,00";"0";"4.081,41";"0,00";"0,00";"4.081,41";
"                          Obs: CG CEF - PEAC FGI (06/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 202622";"3722/16";"36";"0";"06/10/2027";"100,00";"0";"3.800,00";"0,00";"0,00";"3.800,00";
"                          Obs: CG CEF - PRONAMPE -CARENCIA ATE 07/26 - (06/2029)";
"CAIXA ECONOMICA FEDERAL";"REC. 090126";"3713/22";"44";"0";"09/10/2027";"100,00";"0";"8.810,00";"0,00";"0,00";"8.810,00";
"                          Obs: MAQUINAS CEF";
"CAIXA ECONOMICA FEDERAL";"REC. 202624";"3724/22";"29";"0";"24/10/2027";"100,00";"0";"1.785,38";"0,00";"0,00";"1.785,38";
"                          Obs: CG CEF - PEAC FGI (05/2028)";
"CITYCAR ALUGUEL DE VEICULOS S.A.";"FAT. 28625";"4663/1";"1";"0";"05/05/2026";"100,00";"7";"2.606,93";"0,00";"0,00";"2.606,93";
"CLEAN NET TELECOMUNICACOES LTDA";"FAT. 010126";"2919/5";"12";"0";"10/05/2026";"100,00";"2";"79,90";"0,00";"0,00";"79,90";
"                          Obs: INTERNET";
"CLEAN NET TELECOMUNICACOES LTDA";"FAT. 010126";"2919/6";"12";"0";"10/06/2026";"100,00";"0";"79,90";"0,00";"0,00";"79,90";
"                          Obs: INTERNET";
"CLEAN NET TELECOMUNICACOES LTDA";"FAT. 010126";"2919/7";"12";"0";"10/07/2026";"100,00";"0";"79,90";"0,00";"0,00";"79,90";
"                          Obs: INTERNET";
"CLEAN NET TELECOMUNICACOES LTDA";"FAT. 010126";"2919/8";"12";"0";"10/08/2026";"100,00";"0";"79,90";"0,00";"0,00";"79,90";
"                          Obs: INTERNET";
"CLEAN NET TELECOMUNICACOES LTDA";"FAT. 010126";"2919/9";"12";"0";"10/09/2026";"100,00";"0";"79,90";"0,00";"0,00";"79,90";
"                          Obs: INTERNET";
"CLEAN NET TELECOMUNICACOES LTDA";"FAT. 010126";"2919/10";"12";"0";"10/10/2026";"100,00";"0";"79,90";"0,00";"0,00";"79,90";
"                          Obs: INTERNET";
"CLEAN NET TELECOMUNICACOES LTDA";"FAT. 010126";"2919/11";"12";"0";"10/11/2026";"100,00";"0";"79,90";"0,00";"0,00";"79,90";
"                          Obs: INTERNET";
"CLEAN NET TELECOMUNICACOES LTDA";"FAT. 010126";"2919/12";"12";"0";"10/12/2026";"100,00";"0";"79,90";"0,00";"0,00";"79,90";
"                          Obs: INTERNET";
"Companhia Riograndense De Saneamento Corsan";"FAT. 01012026";"2922/5";"12";"0";"15/05/2026";"100,00";"0";"140,00";"0,00";"0,00";"140,00";
"                          Obs:  DEPOSITO";
"Companhia Riograndense De Saneamento Corsan";"FAT. 0101262";"2923/5";"12";"0";"15/05/2026";"100,00";"0";"100,00";"0,00";"0,00";"100,00";
"                          Obs: ESCRITÓRIO";
"Companhia Riograndense De Saneamento Corsan";"FAT. 01012026";"2922/6";"12";"0";"15/06/2026";"100,00";"0";"140,00";"0,00";"0,00";"140,00";
"                          Obs:  DEPOSITO";
"Companhia Riograndense De Saneamento Corsan";"FAT. 0101262";"2923/6";"12";"0";"15/06/2026";"100,00";"0";"100,00";"0,00";"0,00";"100,00";
"                          Obs: ESCRITÓRIO";
"Companhia Riograndense De Saneamento Corsan";"FAT. 01012026";"2922/7";"12";"0";"15/07/2026";"100,00";"0";"140,00";"0,00";"0,00";"140,00";
"                          Obs:  DEPOSITO";
"Companhia Riograndense De Saneamento Corsan";"FAT. 0101262";"2923/7";"12";"0";"15/07/2026";"100,00";"0";"100,00";"0,00";"0,00";"100,00";
"                          Obs: ESCRITÓRIO";
"Companhia Riograndense De Saneamento Corsan";"FAT. 01012026";"2922/8";"12";"0";"15/08/2026";"100,00";"0";"140,00";"0,00";"0,00";"140,00";
"                          Obs:  DEPOSITO";
"Companhia Riograndense De Saneamento Corsan";"FAT. 0101262";"2923/8";"12";"0";"15/08/2026";"100,00";"0";"100,00";"0,00";"0,00";"100,00";
"                          Obs: ESCRITÓRIO";
"Companhia Riograndense De Saneamento Corsan";"FAT. 01012026";"2922/9";"12";"0";"15/09/2026";"100,00";"0";"140,00";"0,00";"0,00";"140,00";
"                          Obs:  DEPOSITO";
"Companhia Riograndense De Saneamento Corsan";"FAT. 0101262";"2923/9";"12";"0";"15/09/2026";"100,00";"0";"100,00";"0,00";"0,00";"100,00";
"                          Obs: ESCRITÓRIO";
"Companhia Riograndense De Saneamento Corsan";"FAT. 01012026";"2922/10";"12";"0";"15/10/2026";"100,00";"0";"140,00";"0,00";"0,00";"140,00";
"                          Obs:  DEPOSITO";
"Companhia Riograndense De Saneamento Corsan";"FAT. 0101262";"2923/10";"12";"0";"15/10/2026";"100,00";"0";"100,00";"0,00";"0,00";"100,00";
"                          Obs: ESCRITÓRIO";
"Companhia Riograndense De Saneamento Corsan";"FAT. 01012026";"2922/11";"12";"0";"15/11/2026";"100,00";"0";"140,00";"0,00";"0,00";"140,00";
"                          Obs:  DEPOSITO";
"Companhia Riograndense De Saneamento Corsan";"FAT. 0101262";"2923/11";"12";"0";"15/11/2026";"100,00";"0";"100,00";"0,00";"0,00";"100,00";
"                          Obs: ESCRITÓRIO";
"Companhia Riograndense De Saneamento Corsan";"FAT. 01012026";"2922/12";"12";"0";"15/12/2026";"100,00";"0";"140,00";"0,00";"0,00";"140,00";
"                          Obs:  DEPOSITO";
"Companhia Riograndense De Saneamento Corsan";"FAT. 0101262";"2923/12";"12";"0";"15/12/2026";"100,00";"0";"100,00";"0,00";"0,00";"100,00";
"                          Obs: ESCRITÓRIO";
"Conselho Regional De Engenharia E Agronomia Do RS";"NFS. 27032026";"4091/1";"1";"0";"31/03/2026";"100,00";"42";"666,35";"0,00";"0,00";"666,35";
"                          Obs: CREA EMPRESA";
"Conselho Regional De Engenharia E Agronomia Do RS";"FAT. 4771964";"4111/1";"1";"0";"31/03/2026";"100,00";"42";"704,51";"0,00";"0,00";"704,51";
"Construsinos Ind E Com De Artefatos De Cimento Ltda";"NFM. 250326";"4080/2";"7";"0";"28/05/2026";"100,00";"0";"25.000,00";"0,00";"0,00";"25.000,00";
"                          Obs: COMPRA ESCAVADEIRA
CHEQUES SANTANTER
CHEQUE 32-30/04/2026
CHEQUE 33-30/05/2026
CHEQUE 34-30/06/2026
CHEQUE 35-30/07/2026
CHEQUE 36-30/08/2026
CHEQUE 37-30/09/2026
CHEQUE 38-30/10/2026
";
"Construsinos Ind E Com De Artefatos De Cimento Ltda";"NFM. 250326";"4080/3";"7";"0";"28/06/2026";"100,00";"0";"25.000,00";"0,00";"0,00";"25.000,00";
"                          Obs: COMPRA ESCAVADEIRA
CHEQUES SANTANTER
CHEQUE 32-30/04/2026
CHEQUE 33-30/05/2026
CHEQUE 34-30/06/2026
CHEQUE 35-30/07/2026
CHEQUE 36-30/08/2026
CHEQUE 37-30/09/2026
CHEQUE 38-30/10/2026
";
"Construsinos Ind E Com De Artefatos De Cimento Ltda";"NFM. 250326";"4080/4";"7";"0";"28/07/2026";"100,00";"0";"25.000,00";"0,00";"0,00";"25.000,00";
"                          Obs: COMPRA ESCAVADEIRA
CHEQUES SANTANTER
CHEQUE 32-30/04/2026
CHEQUE 33-30/05/2026
CHEQUE 34-30/06/2026
CHEQUE 35-30/07/2026
CHEQUE 36-30/08/2026
CHEQUE 37-30/09/2026
CHEQUE 38-30/10/2026
";
"Construsinos Ind E Com De Artefatos De Cimento Ltda";"NFM. 250326";"4080/5";"7";"0";"28/08/2026";"100,00";"0";"25.000,00";"0,00";"0,00";"25.000,00";
"                          Obs: COMPRA ESCAVADEIRA
CHEQUES SANTANTER
CHEQUE 32-30/04/2026
CHEQUE 33-30/05/2026
CHEQUE 34-30/06/2026
CHEQUE 35-30/07/2026
CHEQUE 36-30/08/2026
CHEQUE 37-30/09/2026
CHEQUE 38-30/10/2026
";
"Construsinos Ind E Com De Artefatos De Cimento Ltda";"NFM. 250326";"4080/6";"7";"0";"28/09/2026";"100,00";"0";"25.000,00";"0,00";"0,00";"25.000,00";
"                          Obs: COMPRA ESCAVADEIRA
CHEQUES SANTANTER
CHEQUE 32-30/04/2026
CHEQUE 33-30/05/2026
CHEQUE 34-30/06/2026
CHEQUE 35-30/07/2026
CHEQUE 36-30/08/2026
CHEQUE 37-30/09/2026
CHEQUE 38-30/10/2026
";
"Construsinos Ind E Com De Artefatos De Cimento Ltda";"NFM. 250326";"4080/7";"7";"0";"28/10/2026";"100,00";"0";"25.000,00";"0,00";"0,00";"25.000,00";
"                          Obs: COMPRA ESCAVADEIRA
CHEQUES SANTANTER
CHEQUE 32-30/04/2026
CHEQUE 33-30/05/2026
CHEQUE 34-30/06/2026
CHEQUE 35-30/07/2026
CHEQUE 36-30/08/2026
CHEQUE 37-30/09/2026
CHEQUE 38-30/10/2026
";
"Eduardo Schiling";"NFS. 240426";"4553/1";"1";"0";"04/05/2026";"100,00";"8";"700,00";"0,00";"0,00";"700,00";
"                          Obs: 2 CAÇAMBAS PARA O DEPOSITO";
"ELISABETE RODRIGUES MACHADO";"NFS. 030326";"3688/3";"10";"0";"19/05/2026";"100,00";"0";"150,00";"0,00";"0,00";"150,00";
"ELISABETE RODRIGUES MACHADO";"NFS. 030326";"3688/4";"10";"0";"26/05/2026";"100,00";"0";"150,00";"0,00";"0,00";"150,00";
"ELISABETE RODRIGUES MACHADO";"NFS. 030326";"3688/5";"10";"0";"09/06/2026";"100,00";"0";"150,00";"0,00";"0,00";"150,00";
"ELISABETE RODRIGUES MACHADO";"NFS. 030326";"3688/6";"10";"0";"23/06/2026";"100,00";"0";"150,00";"0,00";"0,00";"150,00";
"ELISABETE RODRIGUES MACHADO";"NFS. 030326";"3688/7";"10";"0";"07/07/2026";"100,00";"0";"150,00";"0,00";"0,00";"150,00";
"ELISABETE RODRIGUES MACHADO";"NFS. 030326";"3688/8";"10";"0";"21/07/2026";"100,00";"0";"150,00";"0,00";"0,00";"150,00";
"ELISABETE RODRIGUES MACHADO";"NFS. 030326";"3688/9";"10";"0";"04/08/2026";"100,00";"0";"150,00";"0,00";"0,00";"150,00";
"ELISABETE RODRIGUES MACHADO";"NFS. 030326";"3688/10";"10";"0";"18/08/2026";"100,00";"0";"150,00";"0,00";"0,00";"150,00";
"EVANDRO BUENO MACHADO";"NFM. 20032026";"3967/2";"2";"0";"28/05/2026";"100,00";"0";"15.000,00";"0,00";"0,00";"15.000,00";
"                          Obs: SALDO DE CAMINHÃO NEGOCIADO COM PATRICK Valor total era 230k. Foi o carro da Ramona e um terreno na diferença de valor.
CHEQUE 24-15.000,00 29/04
CHEQUE 25- 15.000,00 30/05
";
"FERNANDO TROTT CONDOMINIO";"FAT. 010126";"2918/5";"12";"0";"10/05/2026";"100,00";"2";"299,22";"0,00";"0,00";"299,22";
"                          Obs: CONDOMINIO";
"FERNANDO TROTT CONDOMINIO";"FAT. 010126";"2918/6";"12";"0";"10/06/2026";"100,00";"0";"299,22";"0,00";"0,00";"299,22";
"                          Obs: CONDOMINIO";
"FERNANDO TROTT CONDOMINIO";"FAT. 010126";"2918/7";"12";"0";"10/07/2026";"100,00";"0";"299,22";"0,00";"0,00";"299,22";
"                          Obs: CONDOMINIO";
"FERNANDO TROTT CONDOMINIO";"FAT. 010126";"2918/8";"12";"0";"10/08/2026";"100,00";"0";"299,22";"0,00";"0,00";"299,22";
"                          Obs: CONDOMINIO";
"FERNANDO TROTT CONDOMINIO";"FAT. 010126";"2918/9";"12";"0";"10/09/2026";"100,00";"0";"299,22";"0,00";"0,00";"299,22";
"                          Obs: CONDOMINIO";
"FERNANDO TROTT CONDOMINIO";"FAT. 010126";"2918/10";"12";"0";"10/10/2026";"100,00";"0";"299,22";"0,00";"0,00";"299,22";
"                          Obs: CONDOMINIO";
"FERNANDO TROTT CONDOMINIO";"FAT. 010126";"2918/11";"12";"0";"10/11/2026";"100,00";"0";"299,22";"0,00";"0,00";"299,22";
"                          Obs: CONDOMINIO";
"FERNANDO TROTT CONDOMINIO";"FAT. 010126";"2918/12";"12";"0";"10/12/2026";"100,00";"0";"299,22";"0,00";"0,00";"299,22";
"                          Obs: CONDOMINIO";
"IMOBILIARIA WALRIC LTDA";"FAT. 010126";"2917/6";"12";"0";"10/06/2026";"100,00";"0";"3.373,56";"0,00";"0,00";"3.373,56";
"                          Obs: aluguel DEPOSITO";
"IMOBILIARIA WALRIC LTDA";"FAT. 010126";"2917/7";"12";"0";"10/07/2026";"100,00";"0";"3.373,56";"0,00";"0,00";"3.373,56";
"                          Obs: aluguel DEPOSITO";
"IMOBILIARIA WALRIC LTDA";"FAT. 010126";"2917/8";"12";"0";"10/08/2026";"100,00";"0";"3.373,56";"0,00";"0,00";"3.373,56";
"                          Obs: aluguel DEPOSITO";
"IMOBILIARIA WALRIC LTDA";"FAT. 010126";"2917/9";"12";"0";"10/09/2026";"100,00";"0";"3.373,56";"0,00";"0,00";"3.373,56";
"                          Obs: aluguel DEPOSITO";
"IMOBILIARIA WALRIC LTDA";"FAT. 010126";"2917/10";"12";"0";"10/10/2026";"100,00";"0";"3.373,56";"0,00";"0,00";"3.373,56";
"                          Obs: aluguel DEPOSITO";
"IMOBILIARIA WALRIC LTDA";"FAT. 010126";"2917/11";"12";"0";"10/11/2026";"100,00";"0";"3.373,56";"0,00";"0,00";"3.373,56";
"                          Obs: aluguel DEPOSITO";
"IMOBILIARIA WALRIC LTDA";"FAT. 010126";"2917/12";"12";"0";"10/12/2026";"100,00";"0";"3.373,56";"0,00";"0,00";"3.373,56";
"                          Obs: aluguel DEPOSITO";
"JOSE ADELMO DE OLIVEIRA SOCIEDADE DE ADVOGADOS";"NFS. 200226";"3613/3";"12";"0";"20/04/2026";"100,00";"22";"2.000,00";"0,00";"0,00";"2.000,00";
"                          Obs: ASSESSORIA JURIDICA";
"JOSE ADELMO DE OLIVEIRA SOCIEDADE DE ADVOGADOS";"NFS. 020326";"3614/2";"10";"0";"20/04/2026";"100,00";"22";"5.000,00";"0,00";"0,00";"5.000,00";
"JOSE ADELMO DE OLIVEIRA SOCIEDADE DE ADVOGADOS";"NFS. 200226";"3613/4";"12";"0";"20/05/2026";"100,00";"0";"2.000,00";"0,00";"0,00";"2.000,00";
"                          Obs: ASSESSORIA JURIDICA";
"JOSE ADELMO DE OLIVEIRA SOCIEDADE DE ADVOGADOS";"NFS. 020326";"3614/3";"10";"0";"20/05/2026";"100,00";"0";"5.000,00";"0,00";"0,00";"5.000,00";
"JOSE ADELMO DE OLIVEIRA SOCIEDADE DE ADVOGADOS";"NFS. 200226";"3613/5";"12";"0";"20/06/2026";"100,00";"0";"2.000,00";"0,00";"0,00";"2.000,00";
"                          Obs: ASSESSORIA JURIDICA";
"JOSE ADELMO DE OLIVEIRA SOCIEDADE DE ADVOGADOS";"NFS. 020326";"3614/4";"10";"0";"20/06/2026";"100,00";"0";"5.000,00";"0,00";"0,00";"5.000,00";
"JOSE ADELMO DE OLIVEIRA SOCIEDADE DE ADVOGADOS";"NFS. 200226";"3613/6";"12";"0";"20/07/2026";"100,00";"0";"2.000,00";"0,00";"0,00";"2.000,00";
"                          Obs: ASSESSORIA JURIDICA";
"JOSE ADELMO DE OLIVEIRA SOCIEDADE DE ADVOGADOS";"NFS. 020326";"3614/5";"10";"0";"20/07/2026";"100,00";"0";"5.000,00";"0,00";"0,00";"5.000,00";
"JOSE ADELMO DE OLIVEIRA SOCIEDADE DE ADVOGADOS";"NFS. 200226";"3613/7";"12";"0";"20/08/2026";"100,00";"0";"2.000,00";"0,00";"0,00";"2.000,00";
"                          Obs: ASSESSORIA JURIDICA";
"JOSE ADELMO DE OLIVEIRA SOCIEDADE DE ADVOGADOS";"NFS. 020326";"3614/6";"10";"0";"20/08/2026";"100,00";"0";"5.000,00";"0,00";"0,00";"5.000,00";
"JOSE ADELMO DE OLIVEIRA SOCIEDADE DE ADVOGADOS";"NFS. 200226";"3613/8";"12";"0";"20/09/2026";"100,00";"0";"2.000,00";"0,00";"0,00";"2.000,00";
"                          Obs: ASSESSORIA JURIDICA";
"JOSE ADELMO DE OLIVEIRA SOCIEDADE DE ADVOGADOS";"NFS. 020326";"3614/7";"10";"0";"20/09/2026";"100,00";"0";"5.000,00";"0,00";"0,00";"5.000,00";
"JOSE ADELMO DE OLIVEIRA SOCIEDADE DE ADVOGADOS";"NFS. 200226";"3613/9";"12";"0";"20/10/2026";"100,00";"0";"2.000,00";"0,00";"0,00";"2.000,00";
"                          Obs: ASSESSORIA JURIDICA";
"JOSE ADELMO DE OLIVEIRA SOCIEDADE DE ADVOGADOS";"NFS. 020326";"3614/8";"10";"0";"20/10/2026";"100,00";"0";"5.000,00";"0,00";"0,00";"5.000,00";
"JOSE ADELMO DE OLIVEIRA SOCIEDADE DE ADVOGADOS";"NFS. 200226";"3613/10";"12";"0";"20/11/2026";"100,00";"0";"2.000,00";"0,00";"0,00";"2.000,00";
"                          Obs: ASSESSORIA JURIDICA";
"JOSE ADELMO DE OLIVEIRA SOCIEDADE DE ADVOGADOS";"NFS. 020326";"3614/9";"10";"0";"20/11/2026";"100,00";"0";"5.000,00";"0,00";"0,00";"5.000,00";
"JOSE ADELMO DE OLIVEIRA SOCIEDADE DE ADVOGADOS";"NFS. 200226";"3613/11";"12";"0";"20/12/2026";"100,00";"0";"2.000,00";"0,00";"0,00";"2.000,00";
"                          Obs: ASSESSORIA JURIDICA";
"JOSE ADELMO DE OLIVEIRA SOCIEDADE DE ADVOGADOS";"NFS. 020326";"3614/10";"10";"0";"20/12/2026";"100,00";"0";"5.000,00";"0,00";"0,00";"5.000,00";
"JOSE ADELMO DE OLIVEIRA SOCIEDADE DE ADVOGADOS";"NFS. 200226";"3613/12";"12";"0";"20/01/2027";"100,00";"0";"2.000,00";"0,00";"0,00";"2.000,00";
"                          Obs: ASSESSORIA JURIDICA";
"Josue RIichter Mello";"NFM. 6310";"4589/1";"1";"0";"12/05/2026";"38,00";"0";"38,00";"0,00";"0,00";"38,00";
